tag,user,act,exp,par
regex,2660,2,2.0,5
regex,2665,1,0.0,0
regex,2667,1,1.0,1
regex,526956,7,3.42857142857,8
regex,1575534,1,-1.0,0
regex,2671,2,10.0,0
regex,1313393,2,0.0,2
regex,2680,3,0.333333333333,0
regex,2688,21,2.66666666667,16
regex,262592,1,1.0,0
regex,264837,7,2.0,2
regex,2700,0,0,1
regex,1575570,1,9.0,0
regex,526995,3,0.333333333333,2
regex,2710,0,0,1
regex,2715,0,0,1
regex,2719,1,6.0,0
regex,2720,2,0.0,0
regex,264872,1,0.0,0
regex,264874,1,0.0,0
regex,2733,2,1.5,0
regex,2735,0,0,1
regex,2745,1,5.0,1
regex,527036,1,6.0,0
regex,2749,1,4.0,0
regex,789186,2,0.0,2
regex,1051331,6,1.16666666667,1
regex,2757,1,2.0,0
regex,1051334,1,1.0,1
regex,2759,1,0.0,1
regex,2774,4,4.0,3
regex,789209,3,2.0,1
regex,1051355,0,0,1
regex,2783,1,7.0,0
regex,2786,1,1.0,0
regex,2788,3,1.66666666667,2
regex,789222,2,0.5,0
regex,2797,1,8.0,0
regex,2799,2,0.0,1
regex,527088,1,0.0,0
regex,2811,1,0.0,0
regex,2815,1,2.0,0
regex,2818,1,1.0,1
regex,2819,2,3.0,0
regex,2820,2,0.0,7
regex,2822,1,1.0,1
regex,2823,1,1.0,0
regex,264970,0,0,1
regex,2827,1,0.0,0
regex,527116,1,1.0,0
regex,2836,1,0.0,1
regex,2839,0,0,1
regex,2841,2,0.5,0
regex,2845,1,1.0,0
regex,2847,2,0.0,0
regex,2859,3,0.0,3
regex,789294,1,1.0,1
regex,265013,2,1.5,0
regex,265022,1,1.0,1
regex,1313611,1,0.0,0
regex,2892,1,0.0,0
regex,2894,1,0.0,1
regex,527184,1,0.0,0
regex,527185,48,2.41666666667,25
regex,2901,1,1.0,0
regex,2902,3,1.66666666667,0
regex,2905,0,0,1
regex,2908,1,0.0,0
regex,2910,0,0,3
regex,789344,1,0.0,0
regex,1575779,1,0.0,0
regex,527205,1,0.0,0
regex,527212,2,0.0,0
regex,265069,2,2.5,5
