tag,user,act,exp,par
oop,1431,2,3.0,0
oop,1432,4,3.25,4
oop,394649,2,2.5,1
oop,1436,1,1.0,0
oop,132509,1,1.0,0
oop,1441,3,3.66666666667,0
oop,1450,10,4.4,1
oop,525741,1,1.0,0
oop,1181102,0,0,1
oop,132528,6,5.83333333333,5
oop,787893,2,2.0,0
oop,1462,1,0.0,0
oop,1466,1,1.0,0
oop,1470,1,14.0,1
oop,1471,5,1.6,14
oop,1474,1,1.0,0
oop,1312208,0,0,1
oop,1489,1,0.0,0
oop,1491,4,4.25,0
oop,525780,1,1.0,0
oop,1493,1,1.0,0
oop,787926,1,1.0,0
oop,1500,1,1.0,2
oop,1050079,0,0,1
oop,263651,1,0.0,1
oop,1509,1,0.0,0
oop,1512,0,0,1
oop,1181162,0,0,1
oop,1574387,1,0.0,0
oop,1527,33,2.21212121212,35
oop,1529,1,4.0,0
oop,545616,0,0,1
oop,263681,4,3.25,16
oop,525826,1,0.0,0
oop,132613,1,0.0,0
oop,1544,1,9.0,0
oop,263692,2,1.0,0
oop,263693,1,0.0,2
oop,1551,6,9.5,2
oop,1553,1,13.0,0
oop,1554,6,28.5,1
oop,1556,2,5.0,0
oop,1557,0,0,1
oop,1559,5,2.4,5
oop,394778,0,0,2
oop,1563,1,0.0,0
oop,1574,4,4.25,0
oop,132652,1,2.0,0
oop,1583,65,3.84615384615,74
oop,1585,4,1.25,3
oop,263730,1,1.0,0
oop,1588,7,0.714285714286,0
oop,265,1,7.0,0
oop,1595,1,4.0,0
oop,1597,1,1.0,1
oop,1599,1,2.0,0
oop,1600,4,3.75,0
oop,786699,1,2.0,0
oop,1604,1,2.0,2
oop,1605,3,3.33333333333,0
oop,1610,1,0.0,3
oop,1618,0,0,1
oop,1622,1,2.0,0
oop,1623,1,3.0,0
oop,1627,1,0.0,0
oop,1629,1,0.0,1
oop,1633,2,2.0,0
oop,1638,5,0.2,1
oop,1644,16,3.5625,2
oop,525940,0,0,1
oop,132728,2,2.5,1
oop,1659,27,2.96296296296,2
oop,1705598,1,1.0,0
oop,1665,0,0,1
oop,1666,1,1.0,1
oop,1667,1,5.0,1
oop,1674,12,2.08333333333,0
oop,1676,1,3.0,0
oop,788109,4,0.5,3
oop,1679,0,0,1
oop,263824,1,0.0,0
oop,1685,3,3.66666666667,0
oop,525978,2,2.5,0
oop,1693,1,1.0,0
oop,1694,2,4.0,1
oop,240581,3,0.666666666667,0
oop,788134,0,0,1
oop,1703,1,0.0,0
oop,1709,1,1.0,0
oop,1710,2,4.0,0
oop,263858,1,0.0,1
oop,263871,1,5.0,0
oop,1730,0,0,1
oop,1734,1,0.0,0
oop,1736,1,0.0,0
oop,1737,5,4.4,7
oop,1745,2,2.0,1
oop,1750,1,7.0,0
oop,263895,3,3.66666666667,2
oop,526040,0,0,1
oop,1753,1,2.0,0
oop,1755,0,0,1
oop,263900,1,0.0,0
oop,1762,1,0.0,0
oop,1763,1,2.0,0
oop,1765,1,1.0,1
oop,349820,1,4.0,0
oop,1772,2,1.5,1
oop,132845,3,1.0,0
oop,296,2,0.0,0
oop,1781,1,5.0,0
oop,1782,3,0.333333333333,1
oop,1785,1,0.0,1
oop,132858,1,0.0,1
oop,263931,1,1.0,0
oop,788220,0,0,1
oop,1790,1,1.0,8
oop,1796,5,7.0,3
oop,1797,1,0.0,0
oop,1799,3,0.666666666667,0
oop,1800,0,0,1
oop,1801,0,0,1
oop,1804,1,1.0,1
oop,1807,2,0.5,0
oop,1810,1,2.0,2
oop,263957,1,0.0,0
oop,1815,0,0,1
oop,132888,1,0.0,0
oop,919324,1,0.0,0
oop,1821,3,0.666666666667,1
oop,1826,4,1.0,0
oop,61164,30,2.0,21
oop,132903,5,0.6,1
oop,657193,1,-2.0,0
oop,1835,1,0.0,0
oop,1836,1,4.0,0
oop,1846,1,1.0,0
oop,1201801,1,1.0,0
oop,1853,2,1.0,0
oop,263998,0,0,1
oop,852277,1,0.0,0
oop,132931,0,0,1
oop,1862,10,2.0,5
oop,1865,1,2.0,0
oop,1870,0,0,1
oop,1050447,1,8.0,1
oop,1443664,1,0.0,0
oop,1875,4,119.5,2
oop,1885,0,0,1
oop,1886,3,1.33333333333,3
oop,132961,3,2.33333333333,0
oop,1891,0,0,1
oop,1892,2,2.5,0
oop,1894,1,1.0,0
oop,1897,4,7.25,2
oop,1898,7,2.42857142857,5
oop,1900,1,2.0,0
oop,264047,0,0,1
oop,1904,1,10.0,0
oop,1907,1,1.0,0
oop,1908,1,1.0,0
oop,395126,3,0.666666666667,1
oop,132985,1,0.0,0
oop,319,1,0.0,0
oop,1916,3,2.0,0
oop,133000,1,0.0,0
oop,526217,2,2.0,0
oop,1574794,1,1.0,0
oop,395148,0,0,2
oop,133012,1,0.0,0
oop,1050517,1,1.0,0
oop,1942,12,2.5,1
oop,133018,1,1.0,0
oop,1950,2,2.0,0
oop,1951,1,2.0,0
oop,133025,0,0,2
oop,1954,1,2.0,0
oop,1958,1,0.0,0
oop,1959,1,116.0,0
oop,1965,12,2.91666666667,8
oop,1967,2,2.5,0
oop,1968,60,9.4,76
oop,1969,2,2.5,0
oop,1980,0,0,1
oop,395202,3,2.0,0
oop,133059,1,0.0,0
oop,133063,1,4.0,0
oop,133078,1,2.0,0
oop,2010,4,1.0,0
oop,2012,1,5.0,0
oop,2017,1,0.0,1
oop,2019,1,1.0,0
oop,2025,7,2.42857142857,3
oop,526321,1,-1.0,0
oop,264181,2,0.0,0
oop,2038,1,0.0,0
oop,395255,0,0,1
oop,395258,1,3.0,1
oop,2044,2,5.5,3
oop,264190,1,2.0,0
oop,657427,0,0,1
oop,133143,2,1.0,0
oop,2076,1,1.0,0
oop,2077,2,4.0,0
oop,657439,1,2.0,0
oop,2084,5,3.8,1
oop,2086,3,2.0,0
oop,2089,1,1.0,0
oop,2090,0,0,2
oop,657451,1,0.0,0
oop,2095,2,10.0,0
oop,1050672,2,0.5,0
oop,395321,4,2.5,0
oop,2106,1,0.0,0
oop,919612,1,0.0,0
oop,2109,1,1.0,0
oop,133190,1,0.0,0
oop,2119,1,26.0,0
oop,2120,2,2.0,0
oop,1837134,1,1.0,0
oop,2131,14,3.92857142857,3
oop,2132,1,0.0,0
oop,2133,3,1.0,3
oop,2134,0,0,1
oop,657496,0,0,1
oop,2137,1,2.0,0
oop,2140,1,40.0,0
oop,657503,1,1.0,0
oop,2147,16,3.3125,8
oop,133221,1,2.0,0
oop,2150,2,1.5,0
oop,919655,0,0,3
oop,2164,1,-2.0,0
oop,2169,9,14.3333333333,5
oop,919674,1,2.0,0
oop,2172,0,0,1
oop,2174,0,0,1
oop,2177,1,3.0,0
oop,264325,1,1.0,2
oop,526470,1,0.0,0
oop,2185,1,0.0,0
oop,1837197,1,4.0,0
oop,264338,2,1.0,0
oop,2197,1,3.0,3
oop,2199,20,5.35,6
oop,264347,1,1.0,2
oop,2207,4,5.0,0
oop,2208,1,0.0,0
oop,2214,5,28.4,12
oop,1312935,2,0.0,0
oop,2218,1,3.0,0
oop,2222,1,0.0,0
oop,395440,1,0.0,0
oop,1835379,0,0,2
oop,2230,0,0,1
oop,2238,6,2.16666666667,2
oop,2242,2,2.0,0
oop,526535,5,1.8,1
oop,133321,2,2.0,2
oop,264395,3,0.666666666667,1
oop,2258,0,0,2
oop,2260,8,1.625,2
oop,1050840,1,1.0,0
oop,2273,0,0,1
oop,2276,1,2.0,0
oop,133349,1,2.0,0
oop,2283,2,6.0,2
oop,2284,6,24.3333333333,1
oop,919790,1,0.0,0
oop,2287,0,0,1
oop,2289,0,0,1
oop,264436,0,0,1
oop,2298,3,7.33333333333,6
oop,133374,1,0.0,0
oop,2328,1,48.0,0
oop,264476,1,4.0,0
oop,131461,1,0.0,0
oop,264482,1,1.0,0
oop,657700,1,2.0,0
oop,657703,2,0.5,1
oop,2351,1,0.0,0
oop,264502,1,7.0,0
oop,2361,2,-0.5,0
oop,2362,5,1.2,1
oop,133435,1,6.0,0
oop,395582,0,0,1
oop,2368,7,3.85714285714,3
oop,788805,1,0.0,0
oop,2384,2,-0.5,0
oop,2386,1,2.0,0
oop,788824,1,0.0,1
oop,395609,1,2.0,0
oop,133476,0,0,1
oop,2405,4,21.75,1
oop,395626,0,0,2
oop,395628,0,0,1
oop,1575281,1,2.0,1
oop,1706356,1,0.0,0
oop,2422,0,0,1
oop,1313143,5,0.2,1
oop,2424,20,2.6,20
oop,1332970,1,0.0,0
oop,264575,1,1.0,0
oop,2434,1,2.0,2
oop,526724,2,0.0,0
oop,2437,1,-2.0,0
oop,1313162,1,0.0,0
oop,2443,8,8.25,3
oop,395661,1,3.0,0
oop,2447,1,2.0,0
oop,133520,9,4.0,6
oop,788883,1,4.0,0
oop,526741,1,2.0,0
oop,395670,0,0,1
oop,395675,1,1.0,0
oop,264607,1,1.0,1
oop,1837472,1,3.0,0
oop,395681,1,0.0,0
oop,2469,5,0.6,0
oop,657830,1,2.0,0
oop,2474,1,3.0,0
oop,2635,0,0,5
oop,2482,1,2.0,0
oop,395703,1,0.0,0
oop,2491,1,20.0,3
oop,133566,1,0.0,0
oop,395718,3,0.333333333333,2
oop,2506,1,0.0,0
oop,2509,3,2.66666666667,33
oop,395737,1,0.0,0
oop,2525,2,1.0,0
oop,2527,0,0,1
oop,1444326,1,-1.0,0
oop,371793,1,0.0,0
oop,2536,2,4.0,0
oop,1313257,1,1.0,0
oop,1051115,1,2.0,0
oop,2541,2,10.5,1
oop,2543,1,0.0,1
oop,395760,23,3.17391304348,151
oop,2547,1,186.0,0
oop,526836,3,3.0,0
oop,264697,11,7.0,29
oop,526847,1,0.0,0
oop,2562,1,2.0,0
oop,920069,0,0,4
oop,2567,2,0.0,1
oop,264712,3,5.66666666667,5
oop,2574,1,2.0,0
oop,2576,0,0,2
oop,2577,2,4.5,0
oop,2581,1,4.0,0
oop,2583,3,1.66666666667,0
oop,133657,3,3.0,11
oop,2586,1,2.0,0
oop,2590,0,0,3
oop,2596,1,0.0,1
oop,2597,1,50.0,1
oop,2598,9,17.7777777778,6
oop,1638833,0,0,2
oop,2600,1,2.0,0
oop,2603,1,1.0,0
oop,657965,1,14.0,0
oop,2608,1,7.0,0
oop,2611,1,3.0,0
oop,657974,5,0.6,2
oop,1051191,0,0,2
oop,983476,0,0,2
oop,657978,1,1.0,0
oop,133701,1,0.0,0
oop,133704,1,1.0,0
oop,1182281,1,0.0,0
oop,133707,1,3.0,0
oop,2638,1,9.0,0
oop,264788,1,2.0,0
oop,133717,3,1.0,3
oop,395863,5,1.0,5
oop,2648,2,3.5,4
oop,568420,0,0,1
oop,658010,1,0.0,0
oop,789090,1,1.0,0
oop,2660,4,2.0,6
oop,2663,4,5.25,2
oop,2665,1,3.0,0
oop,2666,2,1.0,0
oop,658031,2,0.0,1
oop,133744,0,0,1
oop,1313393,1,1.0,0
oop,2676,2,6.5,0
oop,2683,1,3.0,0
oop,2684,1,5.0,0
oop,395901,1,0.0,0
oop,133758,2,9.0,0
oop,2688,1,1.0,1
oop,133764,1,0.0,0
oop,218902,1,0.0,0
oop,2695,10,11.3,3
oop,2700,1,2.0,0
oop,2701,1,0.0,1
oop,2715,1,0.0,0
oop,2720,1,0.0,0
oop,395939,1,4.0,0
oop,2724,1,0.0,0
oop,2729,4,4.25,2
oop,133802,3,4.0,2
oop,133804,1,0.0,0
oop,133811,1,5.0,0
oop,2745,5,3.4,0
oop,2748,1,0.0,0
oop,1313472,1,0.0,0
oop,2753,0,0,1
oop,920258,1,0.0,0
oop,1051331,1,3.0,0
oop,1051333,1,1.0,0
oop,1051334,1,4.0,0
oop,395975,1,8.0,0
oop,264906,1,1.0,1
oop,133840,2,1.0,4
oop,2774,2,12.0,1
oop,789209,2,1.5,0
oop,789214,3,1.0,10
oop,2785,5,4.6,1
oop,133858,3,2.66666666667,0
oop,2788,0,0,3
oop,2789,3,2.0,1
oop,2795,1,0.0,0
oop,2797,8,1.5,1
oop,2799,2,1.0,5
oop,264947,0,0,1
oop,527096,0,0,2
oop,2811,1,3.0,0
oop,2812,1,0.0,0
oop,2813,0,0,1
oop,1575681,1,0.0,1
oop,2819,4,3.75,1
oop,2820,0,0,3
oop,2822,2,23.0,1
oop,2823,2,1.5,0
oop,2828,1,4.0,0
oop,2831,1,2.0,0
oop,133910,5,4.2,4
oop,2839,1,1.0,0
oop,920345,1,4.0,0
oop,2847,2,0.5,0
oop,2849,1,0.0,3
oop,2859,2,3.5,2
oop,133935,0,0,1
oop,920371,4,1.25,0
oop,133943,1,1.0,0
oop,2877,1,1.0,0
oop,527169,0,0,1
oop,2889,1,4.0,0
oop,2890,2,1.5,0
oop,1182539,1,0.0,0
oop,721378,0,0,1
oop,2894,1,1.0,0
oop,527184,1,1.0,0
oop,527185,2,1.0,1
oop,2899,0,0,1
oop,2902,1,5.0,0
oop,396119,1,2.0,0
oop,2905,1,10.0,0
oop,2906,1,16.0,0
oop,2907,1,2.0,0
oop,396125,1,1.0,0
oop,789344,0,0,1
oop,133986,1,1.0,0
oop,2915,2,26.0,1
oop,789351,1,1.0,0
oop,2928,1,20.0,0
oop,2935,0,0,1
oop,2936,1,4.0,1
oop,2938,0,0,1
oop,527227,1,2.0,1
oop,134014,0,0,1
oop,658303,0,0,1
oop,1442283,1,0.0,0
oop,2948,1,1.0,0
oop,2950,1,1.0,0
oop,2952,1,0.0,0
oop,265097,1,7.0,0
oop,2954,3,4.0,2
oop,2959,3,1.33333333333,0
oop,2961,1,1.0,0
oop,2964,1,2.0,0
oop,2971,0,0,3
oop,2973,1,13.0,0
oop,2974,15,3.66666666667,2
oop,2976,0,0,1
oop,396193,0,0,1
oop,2979,3,1.33333333333,0
oop,2981,1,0.0,0
oop,2982,1,2.0,0
oop,396200,1,12.0,0
oop,2988,38,6.60526315789,54
oop,2990,1,0.0,0
oop,2993,1,1.0,0
oop,2995,4,2.25,0
oop,1051574,1,1.0,0
oop,265143,79,3.44303797468,49
oop,527288,2,0.5,0
oop,3002,3,42.0,0
