tag,user,act,exp,par
assembly,35227,1,1.0,0
assembly,297373,1,1.0,0
assembly,1477024,1,1.0,0
assembly,1712065,0,0,1
assembly,395685,0,0,4
assembly,264623,1,0.0,0
assembly,104180,1,2.0,0
assembly,362938,3,2.0,2
assembly,657852,0,0,1
assembly,1509822,1,0.0,0
assembly,297408,0,0,1
assembly,330180,0,0,1
assembly,395718,1,1.0,1
assembly,2509,9,2.88888888889,47
assembly,1313233,1,3.0,0
assembly,952787,2,1.5,1
assembly,1804762,0,0,1
assembly,1141839,0,0,1
assembly,35292,0,0,1
assembly,100835,1,3.0,0
assembly,264676,0,0,1
assembly,199142,4,7.5,0
assembly,1051115,3,1.0,1
assembly,494061,0,0,3
assembly,461295,1,0.0,0
assembly,395760,3,3.33333333333,34
assembly,68086,2,14.5,0
assembly,264697,0,0,6
assembly,1640962,2,6.0,1
assembly,920069,0,0,1
assembly,2567,1,-1.0,1
assembly,68105,0,0,1
assembly,2574,1,4.0,0
assembly,2583,15,1.6,1
assembly,126042,2,1.5,1
assembly,559651,0,0,1
assembly,35364,2,0.0,3
assembly,2598,0,0,1
assembly,2600,1,1.0,0
assembly,2603,0,0,1
assembly,264751,1,0.0,0
assembly,199217,1,1.0,0
assembly,1051187,1,1.0,0
assembly,166452,1,1.0,0
assembly,199225,1,1.0,0
assembly,231995,0,0,1
assembly,1116739,3,1.66666666667,1
assembly,363078,1,4.0,1
assembly,395851,6,1.33333333333,15
assembly,625242,1,-1.0,2
assembly,262588,1,1.0,0
assembly,1149546,2,1.0,0
assembly,68204,12,3.16666666667,22
assembly,559737,62,1.5,32
assembly,363132,0,0,1
assembly,133758,1,7.0,0
assembly,395904,1,9.0,0
assembly,199305,1,1.0,1
assembly,68241,0,0,1
assembly,985752,8,0.0,3
assembly,1444511,1,1.0,0
assembly,101030,1,1.0,0
assembly,35501,0,0,1
assembly,35511,0,0,2
assembly,2753,2,-1.0,0
assembly,2754,2,47.5,0
assembly,1510085,8,1.5,15
assembly,494280,2,0.5,0
assembly,68304,1,-1.0,0
assembly,232147,1,2.0,0
assembly,1346261,1,1.0,0
assembly,854742,4,2.0,12
assembly,1051355,1,5.0,0
assembly,142458,1,7.0,0
assembly,481061,0,0,1
assembly,297696,1,4.0,1
assembly,2788,0,0,2
assembly,330471,1,0.0,0
assembly,2797,1,1.0,0
assembly,527088,1,1.0,0
assembly,1051383,1,6.0,0
assembly,2811,1,0.0,0
assembly,2820,1,4.0,1
assembly,297734,0,0,2
assembly,232199,1,0.0,0
assembly,1248008,1,3.0,1
assembly,16855,1,0.0,0
assembly,68371,1,63.0,0
assembly,166686,8,2.5,6
assembly,2847,1,1.0,1
assembly,35616,1,14.0,0
assembly,1739557,1,0.0,0
assembly,428857,9,2.22222222222,31
assembly,2878,0,0,1
assembly,2882,2,2.5,0
assembly,297809,2,3.0,1
assembly,297811,0,0,1
assembly,232279,1,1.0,0
assembly,265051,1,0.0,0
assembly,1411933,1,2.0,0
assembly,2915,5,3.4,1
assembly,658298,1,3.0,0
assembly,199554,2,1.5,0
assembly,2947,1,3.0,0
assembly,134020,1,3.0,0
assembly,2951,1,3.0,1
assembly,101258,3,10.3333333333,0
assembly,330644,5,1.8,0
assembly,1477526,1,0.0,0
assembly,68507,2,167.0,2
assembly,2974,1,3.0,0
assembly,166815,1,6.0,0
assembly,688624,1,0.0,0
assembly,2982,2,3.5,0
assembly,2988,3,1.66666666667,4
assembly,363437,1,0.0,1
assembly,592817,1,1.0,0
assembly,854965,0,0,1
assembly,2998,1,2.0,0
assembly,265143,1,6.0,1
assembly,428988,1,5.0,0
assembly,1182653,15,3.46666666667,1
assembly,330687,1,0.0,0
assembly,104267,3,1.66666666667,8
assembly,396232,1,2.0,0
assembly,1903563,0,0,1
assembly,756684,1,1.0,0
assembly,527312,0,0,1
assembly,232403,1,1.0,0
assembly,3043,1,72.0,0
assembly,920549,3,0.666666666667,1
assembly,68586,2,1.0,0
assembly,68587,1,2.0,0
assembly,101361,1,20.0,0
assembly,2624511,4,2.0,6
assembly,1084416,1,0.0,1
assembly,429063,5,3.2,10
assembly,273580,0,0,1
assembly,461834,0,0,1
assembly,677719,0,0,2
assembly,68623,0,0,2
assembly,1578842,0,0,1
assembly,134176,1,0.0,0
assembly,11440,0,0,5
assembly,35881,0,0,2
assembly,166955,3,2.33333333333,2
assembly,35886,1,1.0,0
assembly,494643,1,2.0,0
assembly,986164,2,1.0,0
assembly,3126,1,1.0,0
assembly,1346618,1,2.0,0
assembly,1182783,1,2.0,2
assembly,3140,1,1.0,0
assembly,298054,4,2.75,2
assembly,38753,1,1.0,0
assembly,3146,0,0,1
assembly,822360,2,1.5,0
assembly,298073,1,1.0,1
assembly,167016,0,0,1
assembly,1739884,1,1.0,2
assembly,1608816,1,0.0,0
assembly,461937,0,0,1
assembly,3186,2,3.5,1
assembly,625802,1,0.0,0
assembly,429199,1,0.0,0
assembly,232593,1,0.0,5
assembly,35989,3,2.66666666667,5
assembly,3225,4,2.25,6
assembly,3226,0,0,1
assembly,5999,1,1.0,1
assembly,3232,2,0.0,0
assembly,396458,2,5.0,7
assembly,855217,0,0,1
assembly,1117365,2,2.0,3
assembly,527544,1,0.0,0
assembly,724157,0,0,3
assembly,1510590,0,0,3
assembly,1182921,0,0,1
assembly,3276,0,0,1
assembly,3279,0,0,2
assembly,3280,1,0.0,0
assembly,593105,0,0,1
assembly,920788,0,0,1
assembly,36053,2,1.0,0
assembly,68822,2,7.0,0
assembly,298207,1,0.0,0
assembly,494818,1,-6.0,1
assembly,363751,20,1.0,15
assembly,36076,0,0,1
assembly,298225,13,4.15384615385,17
assembly,625910,1,0.0,0
assembly,265467,1,2.0,0
assembly,789756,0,0,1
assembly,1477887,0,0,1
assembly,363778,1,0.0,0
assembly,3333,2,6.0,2
assembly,134409,1,0.0,0
assembly,3343,0,0,1
assembly,3347,5,1.0,1
assembly,199964,1,1.0,0
assembly,724253,1,2.0,0
assembly,5696,0,0,1
assembly,462113,1,1.0,0
assembly,1543460,1,1.0,0
assembly,232741,1,5.0,0
assembly,396583,0,0,2
assembly,298282,1,2.0,1
